ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
21,cell-biology,18,University of Toronto,Canada,Toronto,67.4,83.8,"77,468",https://www.usnews.com/education/best-global-universities/university-of-toronto-499968
22,cell-biology,136,Baylor College of Medicine,United States,Houston,66.3,67.1,N/A,https://www.usnews.com/education/best-global-universities/baylor-college-of-medicine-223223
23,cell-biology,11,Yale University,United States,New Haven,65.6,84.6,"13,482",https://www.usnews.com/education/best-global-universities/yale-university-130794
24,cell-biology,133,University of Texas Southwestern Medical Center Dallas,United States,Dallas,65.2,67.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-southwestern-medical-center-dallas-228635
25,cell-biology,103,Rockefeller University,United States,New York City,64.9,70,255,https://www.usnews.com/education/best-global-universities/rockefeller-university-195049
26,cell-biology,41,University of North Carolina Chapel Hill,United States,Chapel Hill,64.8,76.7,"30,845",https://www.usnews.com/education/best-global-universities/university-of-north-carolina-chapel-hill-199120
27,cell-biology,112,"University of Chinese Academy of Sciences, CAS",China,Beijing,64.7,69,N/A,https://www.usnews.com/education/best-global-universities/university-of-chinese-academy-of-sciences-cas-529679
28,cell-biology,42,University of Copenhagen,Denmark,Copenhagen,63.9,76.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-copenhagen-503710
29,cell-biology,22,University of Chicago,United States,Chicago,63.5,82.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-chicago-144050
30,cell-biology,44,Utrecht University,Netherlands,Utrecht,63.3,75.7,"32,532",https://www.usnews.com/education/best-global-universities/utrecht-university-505962
31,cell-biology,19,University of Michigan,United States,Ann Arbor,63,83.4,"46,146",https://www.usnews.com/education/best-global-universities/university-of-michigan-170976
32,cell-biology,47,University of Munich,Germany,Munich,61.7,75.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-munich-500951
33,cell-biology,29,ETH Zurich,Switzerland,Zurich,61.5,79.3,"21,209",https://www.usnews.com/education/best-global-universities/eth-zurich-502241
34,cell-biology,23,Tsinghua University,China,Beijing,61.4,81.3,N/A,https://www.usnews.com/education/best-global-universities/tsinghua-university-503146
35,cell-biology,25,Duke University,United States,"Durham (North Carolina, U.S.)",60.8,80.7,N/A,https://www.usnews.com/education/best-global-universities/duke-university-198419
36,cell-biology,48,Sorbonne Universite,France,Paris,60.7,75.2,"44,649",https://www.usnews.com/education/best-global-universities/sorbonne-universite-529569
37,cell-biology,45,University of Pittsburgh,United States,Pittsburgh,59.9,75.6,"26,575",https://www.usnews.com/education/best-global-universities/university-of-pittsburgh-215293
38,cell-biology,4,University of California Berkeley,United States,Berkeley,59.6,88.7,"40,921",https://www.usnews.com/education/best-global-universities/university-of-california-berkeley-110635
39,cell-biology,129,Sun Yat Sen University,China,Guangzhou,59.5,67.5,"58,208",https://www.usnews.com/education/best-global-universities/sun-yat-sen-university-506062
40,cell-biology,50,KU Leuven,Belgium,Leuven,59.3,75.1,"47,663",https://www.usnews.com/education/best-global-universities/ku-leuven-504785
41,cell-biology,89,Shanghai Jiao Tong University,China,Shanghai,58.5,71.3,"37,478",https://www.usnews.com/education/best-global-universities/shanghai-jiao-tong-university-501915
42,cell-biology,441,University of Massachusetts Worcester,United States,Worcester,58.2,53.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-massachusetts-worcester-166708
43,cell-biology,39,Peking University,China,Beijing,57.9,76.8,"31,994",https://www.usnews.com/education/best-global-universities/peking-university-501148
44,cell-biology,67,University of Zurich,Switzerland,Zurich,57.8,73.3,"25,255",https://www.usnews.com/education/best-global-universities/university-of-zurich-505287
45,cell-biology,72,Emory University,United States,Atlanta,57.6,73,"13,190",https://www.usnews.com/education/best-global-universities/emory-university-139658
46,cell-biology,61,Humboldt University of Berlin,Germany,Berlin,57.6,74,"34,399",https://www.usnews.com/education/best-global-universities/humboldt-university-of-berlin-506698
47,cell-biology,27,University of Melbourne,Australia,Parkville,57.6,80.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-melbourne-501796
48,cell-biology,13,Imperial College London,United Kingdom,London (U.K.),57.3,84.3,"18,455",https://www.usnews.com/education/best-global-universities/imperial-college-london-505571
49,cell-biology,93,Zhejiang University,China,Hangzhou,57.2,70.7,"44,636",https://www.usnews.com/education/best-global-universities/zhejiang-university-504773
50,cell-biology,87,Free University of Berlin,Germany,Berlin,56.8,71.7,"36,792",https://www.usnews.com/education/best-global-universities/free-university-of-berlin-502084
51,cell-biology,182,University of Lausanne,Switzerland,Lausanne,56.4,63.9,"13,402",https://www.usnews.com/education/best-global-universities/university-of-lausanne-505144
52,cell-biology,26,National University of Singapore,Singapore,Singapore,56.2,80.4,"32,337",https://www.usnews.com/education/best-global-universities/national-university-of-singapore-505009
53,cell-biology,78,Vanderbilt University,United States,Nashville,56.2,72.7,N/A,https://www.usnews.com/education/best-global-universities/vanderbilt-university-221999
54,cell-biology,57,Ruprecht Karls University Heidelberg,Germany,Heidelberg,55.9,74.3,"19,347",https://www.usnews.com/education/best-global-universities/ruprecht-karls-university-heidelberg-506277
55,cell-biology,116,Fudan University,China,Shanghai,55.6,68.8,N/A,https://www.usnews.com/education/best-global-universities/fudan-university-500824
56,cell-biology,33,King's College London,United Kingdom,London (U.K.),55.6,77.9,"29,240",https://www.usnews.com/education/best-global-universities/kings-college-london-500330
57,cell-biology,34,University of Edinburgh,United Kingdom,Edinburgh,55.3,77.8,"32,800",https://www.usnews.com/education/best-global-universities/university-of-edinburgh-505832
58,cell-biology,24,Northwestern University,United States,Evanston,54.9,81.2,"18,803",https://www.usnews.com/education/best-global-universities/northwestern-university-147767
59,cell-biology,60,Universite Paris Saclay,France,Saint-Aubin,54.9,74.1,N/A,https://www.usnews.com/education/best-global-universities/universite-paris-saclay-529676
60,cell-biology,70,Boston University,United States,Boston,54.3,73.1,"27,243",https://www.usnews.com/education/best-global-universities/boston-university-164988
61,cell-biology,54,McGill University,Canada,Montreal,54.2,74.6,"32,309",https://www.usnews.com/education/best-global-universities/mcgill-university-499986
62,cell-biology,150,University of Basel,Switzerland,Basel,54.2,66.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-basel-502059
63,cell-biology,265,Yeshiva University,United States,New York City,54,59.9,N/A,https://www.usnews.com/education/best-global-universities/yeshiva-university-197708
64,cell-biology,16,Princeton University,United States,Princeton,53.8,83.9,N/A,https://www.usnews.com/education/best-global-universities/princeton-university-186131
65,cell-biology,69,Ecole Polytechnique Federale de Lausanne,Switzerland,Lausanne,53.4,73.2,"11,641",https://www.usnews.com/education/best-global-universities/ecole-polytechnique-federale-de-lausanne-501629
66,cell-biology,39,University of Amsterdam,Netherlands,Amsterdam,53.3,76.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-amsterdam-502957
67,cell-biology,163,University of Gottingen,Germany,Gottingen,53.1,65.7,"30,221",https://www.usnews.com/education/best-global-universities/university-of-gottingen-502609
68,cell-biology,79,Technical University of Munich,Germany,Munich,52.4,72.6,"33,960",https://www.usnews.com/education/best-global-universities/technical-university-of-munich-503109
69,cell-biology,86,University of Barcelona,Spain,Barcelona,52.2,71.8,"45,004",https://www.usnews.com/education/best-global-universities/university-of-barcelona-500261
70,cell-biology,109,Huazhong University of Science & Technology,China,Wuhan,52,69.1,"57,167",https://www.usnews.com/education/best-global-universities/huazhong-university-of-science-technology-505190
71,cell-biology,80,University of Southern California,United States,Los Angeles,52,72.5,"42,502",https://www.usnews.com/education/best-global-universities/university-of-southern-california-123961
72,cell-biology,37,Monash University,Australia,Clayton,51.9,77,"58,725",https://www.usnews.com/education/best-global-universities/monash-university-500301
73,cell-biology,99,University of Helsinki,Finland,Helsinki,51.9,70.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-helsinki-501989
74,cell-biology,106,Radboud University Nijmegen,Netherlands,Nijmegen,50.9,69.4,"21,979",https://www.usnews.com/education/best-global-universities/radboud-university-nijmegen-501519
75,cell-biology,209,Central South University,China,Changsha,50.7,62.5,"56,344",https://www.usnews.com/education/best-global-universities/central-south-university-501467
76,cell-biology,"1,129",Guangzhou Medical University,China,Guangzhou,50.7,35.9,N/A,https://www.usnews.com/education/best-global-universities/guangzhou-medical-university-529307
77,cell-biology,244,University of Cologne,Germany,Koln,50.6,60.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-cologne-500060
78,cell-biology,88,University of Groningen,Netherlands,Groningen,50.6,71.5,"30,009",https://www.usnews.com/education/best-global-universities/university-of-groningen-500967
79,cell-biology,81,University of Tokyo,Japan,Tokyo,50.6,72.4,"26,112",https://www.usnews.com/education/best-global-universities/university-of-tokyo-500248
80,cell-biology,143,Rutgers State University New Brunswick,United States,Piscataway Township,50.3,66.8,"46,158",https://www.usnews.com/education/best-global-universities/rutgers-state-university-new-brunswick-186380
81,cell-biology,196,Pompeu Fabra University,Spain,Barcelona,50.2,63.2,"11,965",https://www.usnews.com/education/best-global-universities/pompeu-fabra-university-504748
82,cell-biology,178,University of Freiburg,Germany,Freiburg,50.1,64.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-freiburg-503940
83,cell-biology,138,University of Bonn,Germany,Bonn,49.8,67,"27,210",https://www.usnews.com/education/best-global-universities/university-of-bonn-504578
84,cell-biology,95,Ghent University,Belgium,Gent,49.6,70.6,"39,437",https://www.usnews.com/education/best-global-universities/ghent-university-506883
85,cell-biology,447,ShanghaiTech University,China,Pudong,49.6,53.3,N/A,https://www.usnews.com/education/best-global-universities/shanghaitech-university-529508
86,cell-biology,165,Oregon Health & Science University,United States,Portland,49.5,65.5,N/A,https://www.usnews.com/education/best-global-universities/oregon-health-science-university-209490
87,cell-biology,73,University of California Davis,United States,Davis,49.5,72.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-davis-110644
88,cell-biology,115,University of Padua,Italy,Padua,49.5,68.9,"48,524",https://www.usnews.com/education/best-global-universities/university-of-padua-502381
89,cell-biology,65,Erasmus University Rotterdam,Netherlands,Rotterdam,49.4,73.4,N/A,https://www.usnews.com/education/best-global-universities/erasmus-university-rotterdam-500349
90,cell-biology,36,University of Queensland,Australia,Brisbane,49.3,77.2,"41,372",https://www.usnews.com/education/best-global-universities/university-of-queensland-500164
91,cell-biology,178,Aix-Marseille Universite,France,Marseille,49.2,64.1,"70,054",https://www.usnews.com/education/best-global-universities/aix-marseille-universite-528917
92,cell-biology,100,Queen Mary University London,United Kingdom,London (U.K.),49.1,70.2,"20,485",https://www.usnews.com/education/best-global-universities/queen-mary-university-london-503389
93,cell-biology,74,Leiden University,Netherlands,Leiden,48.5,72.8,N/A,https://www.usnews.com/education/best-global-universities/leiden-university-503069
94,cell-biology,146,University of Gothenburg,Sweden,Gothenburg,48.5,66.6,"20,901",https://www.usnews.com/education/best-global-universities/university-of-gothenburg-501869
95,cell-biology,35,University of British Columbia,Canada,Vancouver,48.3,77.5,"58,590",https://www.usnews.com/education/best-global-universities/university-of-british-columbia-499976
96,cell-biology,156,Newcastle University - UK,United Kingdom,Newcastle upon Tyne,48.1,65.9,"26,920",https://www.usnews.com/education/best-global-universities/newcastle-university-uk-503247
97,cell-biology,196,Tongji University,China,Shanghai,48,63.2,"30,153",https://www.usnews.com/education/best-global-universities/tongji-university-501326
98,cell-biology,74,University of Glasgow,United Kingdom,Glasgow,48,72.8,"28,250",https://www.usnews.com/education/best-global-universities/university-of-glasgow-500110
99,cell-biology,269,University of Texas Health Science Center Houston,United States,Houston,47.6,59.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-health-science-center-houston-229300
100,cell-biology,55,Ohio State University,United States,Columbus,47.5,74.4,"55,814",https://www.usnews.com/education/best-global-universities/ohio-state-university-204796
101,cell-biology,203,University of Cincinnati,United States,Cincinnati,47.5,62.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-cincinnati-201885
102,cell-biology,28,University of Sydney,Australia,Sydney,47.5,79.9,"47,118",https://www.usnews.com/education/best-global-universities/university-of-sydney-505369
103,cell-biology,57,University of Minnesota Twin Cities,United States,Minneapolis,47.2,74.3,"45,276",https://www.usnews.com/education/best-global-universities/university-of-minnesota-twin-cities-174066
104,cell-biology,149,University of Hamburg,Germany,Hamburg,47,66.3,"30,676",https://www.usnews.com/education/best-global-universities/university-of-hamburg-501079
105,cell-biology,9,California Institute of Technology,United States,Pasadena,46.6,85.6,"2,237",https://www.usnews.com/education/best-global-universities/california-institute-of-technology-110404
106,cell-biology,304,Sichuan University,China,Chengdu,46.4,58.1,"49,543",https://www.usnews.com/education/best-global-universities/sichuan-university-506145
107,cell-biology,182,Eberhard Karls University of Tubingen,Germany,Tubingen,46.3,63.9,N/A,https://www.usnews.com/education/best-global-universities/eberhard-karls-university-of-tubingen-503424
108,cell-biology,37,University of New South Wales Sydney,Australia,Kensington,46.2,77,"45,133",https://www.usnews.com/education/best-global-universities/university-of-new-south-wales-sydney-502434
109,cell-biology,174,University of Colorado Anschutz Medical Campus,United States,Aurora,46.1,64.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-colorado-anschutz-medical-campus-529678
110,cell-biology,89,University of Oslo,Norway,Oslo,46.1,71.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-oslo-502680
111,cell-biology,63,University of Manchester,United Kingdom,Manchester,45.9,73.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-manchester-500273
112,cell-biology,192,University of Wurzburg,Germany,Wurzburg,45.9,63.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-wurzburg-505067
113,cell-biology,593,Peking Union Medical College,China,Beijing,45.7,48.4,N/A,https://www.usnews.com/education/best-global-universities/peking-union-medical-college-529794
114,cell-biology,140,Kyoto University,Japan,Kyoto,45.5,66.9,N/A,https://www.usnews.com/education/best-global-universities/kyoto-university-505388
115,cell-biology,736,Nanjing Medical University,China,Gulou,45.3,44.7,"19,277",https://www.usnews.com/education/best-global-universities/nanjing-medical-university-500938
116,cell-biology,160,University of Alabama Birmingham,United States,Birmingham (U.S.),45.3,65.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-alabama-birmingham-100663
117,cell-biology,860,Southern Medical University - China,China,Guangzhou,45.1,41.8,N/A,https://www.usnews.com/education/best-global-universities/southern-medical-university-china-529257
118,cell-biology,120,Universidade de Sao Paulo,Brazil,Sao Paulo,44.9,68.5,"82,010",https://www.usnews.com/education/best-global-universities/universidade-de-sao-paulo-500437
119,cell-biology,253,University of Miami,United States,Coral Gables,44.5,60.5,"17,047",https://www.usnews.com/education/best-global-universities/university-of-miami-135726
120,cell-biology,206,Medical University of Vienna,Austria,Vienna,44.4,62.7,"7,274",https://www.usnews.com/education/best-global-universities/medical-university-of-vienna-504165
121,cell-biology,63,University of Wisconsin Madison,United States,Madison,44.4,73.8,"40,701",https://www.usnews.com/education/best-global-universities/university-of-wisconsin-madison-240444
122,cell-biology,82,Vrije Universiteit Amsterdam,Netherlands,Amsterdam,44.2,72.3,N/A,https://www.usnews.com/education/best-global-universities/vrije-universiteit-amsterdam-500669
123,cell-biology,152,Case Western Reserve University,United States,Cleveland,44.1,66.1,"10,953",https://www.usnews.com/education/best-global-universities/case-western-reserve-university-201645
124,cell-biology,156,Universite de Montreal,Canada,Montreal,44.1,65.9,"38,189",https://www.usnews.com/education/best-global-universities/universite-de-montreal-506159
125,cell-biology,186,Technische Universitat Dresden,Germany,Dresden,43.8,63.6,"30,578",https://www.usnews.com/education/best-global-universities/technische-universitat-dresden-501011
126,cell-biology,194,Universite de Montpellier,France,Montpellier,43.8,63.3,"40,179",https://www.usnews.com/education/best-global-universities/universite-de-montpellier-528813
127,cell-biology,84,University of California Irvine,United States,Irvine,43.8,71.9,"36,655",https://www.usnews.com/education/best-global-universities/university-of-california-irvine-110653
128,cell-biology,150,Wuhan University,China,Wuhan,43.5,66.2,N/A,https://www.usnews.com/education/best-global-universities/wuhan-university-503252
129,cell-biology,109,Aarhus University,Denmark,Aarhus,43.3,69.1,"26,475",https://www.usnews.com/education/best-global-universities/aarhus-university-502125
130,cell-biology,112,Lund University,Sweden,Lund,43.3,69,N/A,https://www.usnews.com/education/best-global-universities/lund-university-500083
131,cell-biology,167,University of Utah,United States,Salt Lake City,43.3,65.4,"30,967",https://www.usnews.com/education/best-global-universities/university-of-utah-230764
132,cell-biology,148,Texas A&M University College Station,United States,College Station,43.1,66.5,"62,931",https://www.usnews.com/education/best-global-universities/texas-am-university-college-station-228723
133,cell-biology,109,University of Geneva,Switzerland,Geneva,43.1,69.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-geneva-504635
134,cell-biology,55,University of Hong Kong,Hong Kong,Pok Fu Lam,43.1,74.4,"18,087",https://www.usnews.com/education/best-global-universities/university-of-hong-kong-505046
135,cell-biology,98,University of Florida,United States,Gainesville,43,70.4,"46,807",https://www.usnews.com/education/best-global-universities/university-of-florida-134130
136,cell-biology,405,Jefferson University,United States,Philadelphia,42.9,54.3,N/A,https://www.usnews.com/education/best-global-universities/jefferson-university-216366
137,cell-biology,175,Tel Aviv University,Israel,Tel Aviv,42.8,64.2,"23,834",https://www.usnews.com/education/best-global-universities/tel-aviv-university-500052
138,cell-biology,236,Goethe University Frankfurt,Germany,Frankfurt am Main,42.7,61.2,N/A,https://www.usnews.com/education/best-global-universities/goethe-university-frankfurt-503512
139,cell-biology,89,University of Birmingham,United Kingdom,Birmingham (U.K.),42.7,71.3,"32,560",https://www.usnews.com/education/best-global-universities/university-of-birmingham-501524
140,cell-biology,84,Pennsylvania State University,United States,University Park,42.5,71.9,"46,863",https://www.usnews.com/education/best-global-universities/pennsylvania-state-university-214777
141,cell-biology,107,University of Bern,Switzerland,Bern,42.4,69.3,"11,740",https://www.usnews.com/education/best-global-universities/university-of-bern-505657
142,cell-biology,884,Capital Medical University,China,Beijing,42.3,41.2,N/A,https://www.usnews.com/education/best-global-universities/capital-medical-university-504555
143,cell-biology,286,Osaka University,Japan,Suita,42.3,59,"22,485",https://www.usnews.com/education/best-global-universities/osaka-university-505864
144,cell-biology,332,China Agricultural University,China,Beijing,41.8,56.9,N/A,https://www.usnews.com/education/best-global-universities/china-agricultural-university-500688
145,cell-biology,129,Brown University,United States,Providence,41.5,67.5,"10,037",https://www.usnews.com/education/best-global-universities/brown-university-217156
146,cell-biology,156,University of Milan,Italy,Milan,41.5,65.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-milan-506478
147,cell-biology,129,Seoul National University (SNU),South Korea,Seoul,41.1,67.5,"26,209",https://www.usnews.com/education/best-global-universities/seoul-national-university-snu-503456
148,cell-biology,241,Hebrew University of Jerusalem,Israel,Jerusalem,41,60.9,"16,362",https://www.usnews.com/education/best-global-universities/hebrew-university-of-jerusalem-500554
149,cell-biology,170,University of Rochester,United States,Rochester,41,64.8,"10,364",https://www.usnews.com/education/best-global-universities/university-of-rochester-195030
150,cell-biology,277,Universite de Strasbourg,France,Strasbourg,40.9,59.3,N/A,https://www.usnews.com/education/best-global-universities/universite-de-strasbourg-501292
151,cell-biology,134,University of Sheffield,United Kingdom,Sheffield,40.8,67.3,"27,840",https://www.usnews.com/education/best-global-universities/university-of-sheffield-503922
152,cell-biology,385,Zhengzhou University,China,Zhengzhou,40.8,54.9,N/A,https://www.usnews.com/education/best-global-universities/zhengzhou-university-502623
153,cell-biology,186,Maastricht University,Netherlands,Maastricht,40.6,63.6,N/A,https://www.usnews.com/education/best-global-universities/maastricht-university-505759
154,cell-biology,209,University of Turin,Italy,Turin,40.3,62.5,"58,463",https://www.usnews.com/education/best-global-universities/university-of-turin-502528
155,cell-biology,368,Shandong University,China,Jinan,40.2,55.4,N/A,https://www.usnews.com/education/best-global-universities/shandong-university-505166
156,cell-biology,311,Soochow University - China,China,Suzhou,40.2,57.9,"49,131",https://www.usnews.com/education/best-global-universities/soochow-university-china-506714
157,cell-biology,421,University of Texas Health San Antonio,United States,San Antonio,40.1,53.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-health-san-antonio-228644
158,cell-biology,119,University of Virginia,United States,Charlottesville,40.1,68.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-virginia-234076
159,cell-biology,421,Jilin University,China,Changchun,40,53.9,N/A,https://www.usnews.com/education/best-global-universities/jilin-university-506709
160,cell-biology,226,Universite Libre de Bruxelles,Belgium,Brussels,39.8,61.6,"28,290",https://www.usnews.com/education/best-global-universities/universite-libre-de-bruxelles-505303
161,cell-biology,152,Cardiff University,United Kingdom,Cardiff,39.7,66.1,N/A,https://www.usnews.com/education/best-global-universities/cardiff-university-500071
162,cell-biology,127,Uppsala University,Sweden,Uppsala,39.6,67.8,N/A,https://www.usnews.com/education/best-global-universities/uppsala-university-501990
163,cell-biology,219,University of Munster,Germany,Munster,39.2,61.9,"28,014",https://www.usnews.com/education/best-global-universities/university-of-munster-500396
164,cell-biology,247,Xiamen University,China,Xiamen,39.2,60.7,N/A,https://www.usnews.com/education/best-global-universities/xiamen-university-506410
165,cell-biology,"1,167",Tianjin Medical University,China,Tianjin,39.1,34.9,N/A,https://www.usnews.com/education/best-global-universities/tianjin-medical-university-529011
166,cell-biology,300,University of Duisburg Essen,Germany,Essen,38.8,58.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-duisburg-essen-505327
167,cell-biology,43,University of Texas Austin,United States,Austin,38.7,75.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-austin-228778
168,cell-biology,300,University of Rome Tor Vergata,Italy,Rome,38.4,58.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-rome-tor-vergata-500808
169,cell-biology,70,University of Colorado Boulder,United States,Boulder,38.3,73.1,"34,928",https://www.usnews.com/education/best-global-universities/university-of-colorado-boulder-126614
170,cell-biology,74,University of Illinois Urbana-Champaign,United States,Champaign,38.3,72.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-urbana-champaign-145637
171,cell-biology,152,Indiana University Bloomington,United States,Bloomington,38.1,66.1,N/A,https://www.usnews.com/education/best-global-universities/indiana-university-bloomington-151351
172,cell-biology,256,University of Erlangen Nuremberg,Germany,Erlangen,38.1,60.3,"33,777",https://www.usnews.com/education/best-global-universities/university-of-erlangen-nuremberg-504002
173,cell-biology,517,Keio University,Japan,Tokyo,37.6,50.6,N/A,https://www.usnews.com/education/best-global-universities/keio-university-500715
174,cell-biology,250,University of Illinois Chicago,United States,Chicago,37.5,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-chicago-145600
175,cell-biology,405,Heinrich Heine University Dusseldorf,Germany,Dusseldorf,37.3,54.3,N/A,https://www.usnews.com/education/best-global-universities/heinrich-heine-university-dusseldorf-503659
176,cell-biology,478,Universite Cote d'Azur,France,Nice,37.3,52.2,N/A,https://www.usnews.com/education/best-global-universities/universite-cote-dazur-529682
177,cell-biology,282,Universite Toulouse III - Paul Sabatier,France,Toulouse,37.3,59.1,N/A,https://www.usnews.com/education/best-global-universities/universite-toulouse-iii-paul-sabatier-503302
178,cell-biology,341,Universite Claude Bernard Lyon 1,France,Villeurbanne,37,56.5,"28,253",https://www.usnews.com/education/best-global-universities/universite-claude-bernard-lyon-1-500870
179,cell-biology,339,University of Dundee,United Kingdom,Dundee,36.8,56.6,"13,550",https://www.usnews.com/education/best-global-universities/university-of-dundee-506606
180,cell-biology,"1,291",Wenzhou Medical University,China,Wenzhou,36.6,32.3,N/A,https://www.usnews.com/education/best-global-universities/wenzhou-medical-university-529262
181,cell-biology,290,Universite de Bordeaux,France,Talence,36,58.9,"53,757",https://www.usnews.com/education/best-global-universities/universite-de-bordeaux-528820
182,cell-biology,125,Sapienza University Rome,Italy,Rome,35.9,68,"74,149",https://www.usnews.com/education/best-global-universities/sapienza-university-rome-506550
183,cell-biology,231,Autonomous University of Madrid,Spain,Madrid,35.6,61.4,"29,327",https://www.usnews.com/education/best-global-universities/autonomous-university-of-madrid-502502
184,cell-biology,219,Xi'an Jiaotong University,China,Xi'an,35.6,61.9,"44,942",https://www.usnews.com/education/best-global-universities/xian-jiaotong-university-503987
185,cell-biology,199,RWTH Aachen University,Germany,Aachen,35.4,63,"39,738",https://www.usnews.com/education/best-global-universities/rwth-aachen-university-506441
186,cell-biology,540,Jinan University,China,Guangzhou,35.1,50,N/A,https://www.usnews.com/education/best-global-universities/jinan-university-505051
187,cell-biology,83,University of Western Australia,Australia,Crawley,35.1,72.2,"18,405",https://www.usnews.com/education/best-global-universities/university-of-western-australia-503979
188,cell-biology,779,Mashhad University Medical Science,Iran,Mahshad,35,43.7,N/A,https://www.usnews.com/education/best-global-universities/mashhad-university-medical-science-529398
189,cell-biology,206,State University of New York (SUNY) Stony Brook,United States,Stony Brook,34.9,62.7,"25,836",https://www.usnews.com/education/best-global-universities/state-university-of-new-york-suny-stony-brook-196097
190,cell-biology,140,University of Leeds,United Kingdom,Leeds,34.9,66.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-leeds-505265
