ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
27,electrical-electronic-engineering,39,Peking University,China,Beijing,79.6,76.8,"31,994",https://www.usnews.com/education/best-global-universities/peking-university-501148
28,electrical-electronic-engineering,51,Georgia Institute of Technology,United States,Atlanta,79.4,74.9,N/A,https://www.usnews.com/education/best-global-universities/georgia-institute-of-technology-139755
29,electrical-electronic-engineering,379,Chongqing University,China,Chongqing,79.1,55,"40,696",https://www.usnews.com/education/best-global-universities/chongqing-university-505768
30,electrical-electronic-engineering,219,South China University of Technology,China,Guangzhou,78.7,61.9,"40,082",https://www.usnews.com/education/best-global-universities/south-china-university-of-technology-505115
31,electrical-electronic-engineering,65,King Abdulaziz University,Saudi Arabia,Jeddah,78.4,73.4,N/A,https://www.usnews.com/education/best-global-universities/king-abdulaziz-university-501597
32,electrical-electronic-engineering,100,Hong Kong Polytechnic University,Hong Kong,Kowloon,78.3,70.2,"19,046",https://www.usnews.com/education/best-global-universities/hong-kong-polytechnic-university-500421
33,electrical-electronic-engineering,100,Queen Mary University London,United Kingdom,London (U.K.),78.3,70.2,"20,485",https://www.usnews.com/education/best-global-universities/queen-mary-university-london-503389
34,electrical-electronic-engineering,392,Dalian University of Technology,China,Dalian,78.2,54.7,N/A,https://www.usnews.com/education/best-global-universities/dalian-university-of-technology-500236
35,electrical-electronic-engineering,168,Hunan University,China,Changsha,78.1,65.3,"41,580",https://www.usnews.com/education/best-global-universities/hunan-university-505375
36,electrical-electronic-engineering,13,Imperial College London,United Kingdom,London (U.K.),77.9,84.3,"18,455",https://www.usnews.com/education/best-global-universities/imperial-college-london-505571
37,electrical-electronic-engineering,182,Lancaster University,United Kingdom,Lancaster,77.6,63.9,"14,665",https://www.usnews.com/education/best-global-universities/lancaster-university-504720
38,electrical-electronic-engineering,2,Massachusetts Institute of Technology (MIT),United States,Cambridge (U.S.),77.3,97.7,"11,415",https://www.usnews.com/education/best-global-universities/massachusetts-institute-of-technology-mit-166683
39,electrical-electronic-engineering,260,Tianjin University,China,Tianjin,77.1,60.2,N/A,https://www.usnews.com/education/best-global-universities/tianjin-university-503557
40,electrical-electronic-engineering,653,Guangdong University of Technology,China,Guangzhou,77,46.8,"46,040",https://www.usnews.com/education/best-global-universities/guangdong-university-of-technology-529270
41,electrical-electronic-engineering,60,Universite Paris Saclay,France,Saint-Aubin,77,74.1,N/A,https://www.usnews.com/education/best-global-universities/universite-paris-saclay-529676
42,electrical-electronic-engineering,35,University of British Columbia,Canada,Vancouver,77,77.5,"58,590",https://www.usnews.com/education/best-global-universities/university-of-british-columbia-499976
43,electrical-electronic-engineering,199,Swinburne University of Technology,Australia,Hawthorn,76.5,63,"15,327",https://www.usnews.com/education/best-global-universities/swinburne-university-of-technology-528823
44,electrical-electronic-engineering,531,Nanjing University of Science & Technology,China,Nanjing,76.4,50.2,N/A,https://www.usnews.com/education/best-global-universities/nanjing-university-of-science-technology-502308
45,electrical-electronic-engineering,129,Sun Yat Sen University,China,Guangzhou,76.2,67.5,"58,208",https://www.usnews.com/education/best-global-universities/sun-yat-sen-university-506062
46,electrical-electronic-engineering,89,University of Oslo,Norway,Oslo,76,71.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-oslo-502680
47,electrical-electronic-engineering,102,"University of Science & Technology of China, CAS",China,Hefei,75.8,70.1,"18,573",https://www.usnews.com/education/best-global-universities/university-of-science-technology-of-china-cas-505547
48,electrical-electronic-engineering,271,Shenzhen University,China,Shenzhen,75.7,59.6,"38,240",https://www.usnews.com/education/best-global-universities/shenzhen-university-529041
49,electrical-electronic-engineering,653,Southwest Jiaotong University,China,Chengdu,75.7,46.8,"43,541",https://www.usnews.com/education/best-global-universities/southwest-jiaotong-university-528991
50,electrical-electronic-engineering,4,University of California Berkeley,United States,Berkeley,74.9,88.7,"40,921",https://www.usnews.com/education/best-global-universities/university-of-california-berkeley-110635
51,electrical-electronic-engineering,265,Virginia Polytechnic Institute & State University,United States,Blacksburg,74.9,59.9,"36,512",https://www.usnews.com/education/best-global-universities/virginia-polytechnic-institute-state-university-233921
52,electrical-electronic-engineering,485,Brunel University,United Kingdom,Uxbridge,74.8,51.9,"14,185",https://www.usnews.com/education/best-global-universities/brunel-university-502232
53,electrical-electronic-engineering,43,University of Texas Austin,United States,Austin,74.4,75.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-austin-228778
54,electrical-electronic-engineering,29,ETH Zurich,Switzerland,Zurich,74.1,79.3,"21,209",https://www.usnews.com/education/best-global-universities/eth-zurich-502241
55,electrical-electronic-engineering,618,Northeastern University - China,China,Shenyang,74,47.9,"39,155",https://www.usnews.com/education/best-global-universities/northeastern-university-china-514931
56,electrical-electronic-engineering,112,"University of Chinese Academy of Sciences, CAS",China,Beijing,74,69,N/A,https://www.usnews.com/education/best-global-universities/university-of-chinese-academy-of-sciences-cas-529679
57,electrical-electronic-engineering,12,University College London,United Kingdom,London (U.K.),73.9,84.4,"36,900",https://www.usnews.com/education/best-global-universities/university-college-london-501693
58,electrical-electronic-engineering,3,Stanford University,United States,Stanford,73.7,95.2,"16,164",https://www.usnews.com/education/best-global-universities/stanford-university-243744
59,electrical-electronic-engineering,432,Singapore University of Technology & Design,Singapore,Singapore,73.6,53.6,N/A,https://www.usnews.com/education/best-global-universities/singapore-university-of-technology-design-529432
60,electrical-electronic-engineering,213,King Saud University,Saudi Arabia,Riyadh,73.4,62.3,"33,931",https://www.usnews.com/education/best-global-universities/king-saud-university-503764
61,electrical-electronic-engineering,79,Technical University of Munich,Germany,Munich,73.3,72.6,"33,960",https://www.usnews.com/education/best-global-universities/technical-university-of-munich-503109
62,electrical-electronic-engineering,209,Central South University,China,Changsha,73.1,62.5,"56,344",https://www.usnews.com/education/best-global-universities/central-south-university-501467
63,electrical-electronic-engineering,63,University of Manchester,United Kingdom,Manchester,73.1,73.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-manchester-500273
64,electrical-electronic-engineering,821,Nanjing University of Posts & Telecommunications,China,Nanjing,72.6,42.5,N/A,https://www.usnews.com/education/best-global-universities/nanjing-university-of-posts-telecommunications-529215
65,electrical-electronic-engineering,33,King's College London,United Kingdom,London (U.K.),72.5,77.9,"29,240",https://www.usnews.com/education/best-global-universities/kings-college-london-500330
66,electrical-electronic-engineering,209,Royal Melbourne Institute of Technology (RMIT),Australia,Melbourne (Australia),72.4,62.5,"32,692",https://www.usnews.com/education/best-global-universities/royal-melbourne-institute-of-technology-rmit-503858
67,electrical-electronic-engineering,297,Polytechnic University of Milan,Italy,Milan,71.9,58.5,N/A,https://www.usnews.com/education/best-global-universities/polytechnic-university-of-milan-502229
68,electrical-electronic-engineering,526,Carleton University,Canada,Ottawa,71.7,50.3,N/A,https://www.usnews.com/education/best-global-universities/carleton-university-499991
69,electrical-electronic-engineering,432,University of Houston,United States,Houston,71.5,53.6,"46,958",https://www.usnews.com/education/best-global-universities/university-of-houston-225511
70,electrical-electronic-engineering,55,University of Hong Kong,Hong Kong,Pok Fu Lam,71.4,74.4,"18,087",https://www.usnews.com/education/best-global-universities/university-of-hong-kong-505046
71,electrical-electronic-engineering,826,New Jersey Institute of Technology,United States,Newark,71.2,42.4,"9,757",https://www.usnews.com/education/best-global-universities/new-jersey-institute-of-technology-185828
72,electrical-electronic-engineering,118,Carnegie Mellon University,United States,Pittsburgh,71,68.7,N/A,https://www.usnews.com/education/best-global-universities/carnegie-mellon-university-211440
73,electrical-electronic-engineering,62,Australian National University,Australia,Canberra,70.7,73.9,"16,758",https://www.usnews.com/education/best-global-universities/australian-national-university-503825
74,electrical-electronic-engineering,196,Tongji University,China,Shanghai,70.6,63.2,"30,153",https://www.usnews.com/education/best-global-universities/tongji-university-501326
75,electrical-electronic-engineering,441,University of Science & Technology Beijing,China,Beijing,70.5,53.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-science-technology-beijing-506176
76,electrical-electronic-engineering,735,Illinois Institute of Technology,United States,Chicago,70.4,44.8,N/A,https://www.usnews.com/education/best-global-universities/illinois-institute-of-technology-145725
77,electrical-electronic-engineering,468,Nanjing University of Information Science & Technology,China,Nanjing,69.5,52.6,N/A,https://www.usnews.com/education/best-global-universities/nanjing-university-of-information-science-technology-529160
78,electrical-electronic-engineering,240,Royal Institute of Technology,Sweden,Stockholm,69.2,61,N/A,https://www.usnews.com/education/best-global-universities/royal-institute-of-technology-505970
79,electrical-electronic-engineering,330,Linkoping University,Sweden,Linkoping,69.1,57,N/A,https://www.usnews.com/education/best-global-universities/linkoping-university-503497
80,electrical-electronic-engineering,104,University of Southampton,United Kingdom,Southampton,69.1,69.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-southampton-504892
81,electrical-electronic-engineering,368,Shandong University,China,Jinan,68.9,55.4,N/A,https://www.usnews.com/education/best-global-universities/shandong-university-505166
82,electrical-electronic-engineering,95,Hong Kong University of Science & Technology,Hong Kong,Hong Kong,68.8,70.6,"9,864",https://www.usnews.com/education/best-global-universities/hong-kong-university-of-science-technology-503260
83,electrical-electronic-engineering,667,Nanjing University of Aeronautics & Astronautics,China,Nanjing,68.6,46.5,"32,238",https://www.usnews.com/education/best-global-universities/nanjing-university-of-aeronautics-astronautics-500835
84,electrical-electronic-engineering,123,Nanjing University,China,Nanjing,68.3,68.2,"36,426",https://www.usnews.com/education/best-global-universities/nanjing-university-503849
85,electrical-electronic-engineering,379,University of Macau,Macau,Taipa,68.3,55,"10,460",https://www.usnews.com/education/best-global-universities/university-of-macau-528951
86,electrical-electronic-engineering,69,Ecole Polytechnique Federale de Lausanne,Switzerland,Lausanne,67.9,73.2,"11,641",https://www.usnews.com/education/best-global-universities/ecole-polytechnique-federale-de-lausanne-501629
87,electrical-electronic-engineering,337,Chalmers University of Technology,Sweden,Gothenburg,67.6,56.7,"9,513",https://www.usnews.com/education/best-global-universities/chalmers-university-of-technology-505279
88,electrical-electronic-engineering,31,New York University,United States,New York City,67.6,78.5,"36,337",https://www.usnews.com/education/best-global-universities/new-york-university-193900
89,electrical-electronic-engineering,309,Temple University,United States,Philadelphia,67.6,58,"35,641",https://www.usnews.com/education/best-global-universities/temple-university-216339
90,electrical-electronic-engineering,80,University of Southern California,United States,Los Angeles,67.3,72.5,"42,502",https://www.usnews.com/education/best-global-universities/university-of-southern-california-123961
91,electrical-electronic-engineering,739,North China Electric Power University,China,Beijing,66.9,44.6,N/A,https://www.usnews.com/education/best-global-universities/north-china-electric-power-university-528965
92,electrical-electronic-engineering,478,Qatar University,Qatar,Doha,66.6,52.2,"9,084",https://www.usnews.com/education/best-global-universities/qatar-university-529146
93,electrical-electronic-engineering,136,University of Alberta,Canada,Edmonton,66.5,67.1,"32,338",https://www.usnews.com/education/best-global-universities/university-of-alberta-499977
94,electrical-electronic-engineering,447,University of Oulu,Finland,Oulu,66.4,53.3,"10,134",https://www.usnews.com/education/best-global-universities/university-of-oulu-502651
95,electrical-electronic-engineering,"1,060",Dalian Maritime University,China,Dalian,66.2,37.4,N/A,https://www.usnews.com/education/best-global-universities/dalian-maritime-university-529341
96,electrical-electronic-engineering,844,Vellore Institute of Technology,India,Tamil Nadu,65.9,42.2,"33,416",https://www.usnews.com/education/best-global-universities/vellore-institute-of-technology-529209
97,electrical-electronic-engineering,273,Aalto University,Finland,Esbo,65.7,59.5,"13,306",https://www.usnews.com/education/best-global-universities/aalto-university-503645
98,electrical-electronic-engineering,247,Xiamen University,China,Xiamen,65.4,60.7,N/A,https://www.usnews.com/education/best-global-universities/xiamen-university-506410
99,electrical-electronic-engineering,"1,082",National University of Defense Technology - China,China,Changsha,65.3,37,N/A,https://www.usnews.com/education/best-global-universities/national-university-of-defense-technology-china-505128
100,electrical-electronic-engineering,643,East China University of Science & Technology,China,Shanghai,65.1,47.1,"28,718",https://www.usnews.com/education/best-global-universities/east-china-university-of-science-technology-505997
101,electrical-electronic-engineering,95,King Abdullah University of Science & Technology,Saudi Arabia,Thuwal,65.1,70.6,N/A,https://www.usnews.com/education/best-global-universities/king-abdullah-university-of-science-technology-510489
102,electrical-electronic-engineering,576,University of Texas at San Antonio (UTSA),United States,San Antonio,65.1,48.9,"27,187",https://www.usnews.com/education/best-global-universities/university-of-texas-at-san-antonio-utsa-229027
103,electrical-electronic-engineering,920,Mississippi State University,United States,Mississippi State,64.9,40.5,"22,035",https://www.usnews.com/education/best-global-universities/mississippi-state-university-176080
104,electrical-electronic-engineering,"1,158",Qingdao University of Science & Technology,China,Qingdao,64.9,35.1,N/A,https://www.usnews.com/education/best-global-universities/qingdao-university-of-science-technology-529234
105,electrical-electronic-engineering,520,Kyung Hee University,South Korea,Seoul,64.6,50.5,"20,504",https://www.usnews.com/education/best-global-universities/kyung-hee-university-501161
106,electrical-electronic-engineering,57,University of Maryland College Park,United States,College Park,64.6,74.3,"33,775",https://www.usnews.com/education/best-global-universities/university-of-maryland-college-park-163286
107,electrical-electronic-engineering,397,Sejong University,South Korea,Seoul,64.5,54.5,N/A,https://www.usnews.com/education/best-global-universities/sejong-university-528964
108,electrical-electronic-engineering,165,Technical University of Denmark,Denmark,Kongens Lyngby,64.5,65.5,"9,599",https://www.usnews.com/education/best-global-universities/technical-university-of-denmark-503016
109,electrical-electronic-engineering,19,University of Michigan,United States,Ann Arbor,64.5,83.4,"46,146",https://www.usnews.com/education/best-global-universities/university-of-michigan-170976
110,electrical-electronic-engineering,394,Islamic Azad University,Iran,Tehran,64.4,54.6,N/A,https://www.usnews.com/education/best-global-universities/islamic-azad-university-528829
111,electrical-electronic-engineering,18,University of Toronto,Canada,Toronto,64.4,83.8,"77,468",https://www.usnews.com/education/best-global-universities/university-of-toronto-499968
112,electrical-electronic-engineering,708,Northumbria University,United Kingdom,Newcastle upon Tyne,64.2,45.5,"23,495",https://www.usnews.com/education/best-global-universities/northumbria-university-529055
113,electrical-electronic-engineering,912,Yeungnam University,South Korea,Gyeongsan,64.2,40.7,"19,345",https://www.usnews.com/education/best-global-universities/yeungnam-university-504367
114,electrical-electronic-engineering,1,Harvard University,United States,Cambridge (U.S.),64,100,"21,887",https://www.usnews.com/education/best-global-universities/harvard-university-166027
115,electrical-electronic-engineering,290,Korea University,South Korea,Seoul,63.7,58.9,N/A,https://www.usnews.com/education/best-global-universities/korea-university-505391
116,electrical-electronic-engineering,169,Delft University of Technology,Netherlands,Delft,63.4,65.1,N/A,https://www.usnews.com/education/best-global-universities/delft-university-of-technology-505496
117,electrical-electronic-engineering,140,Purdue University West Lafayette Campus,United States,West Lafayette,63.4,66.9,N/A,https://www.usnews.com/education/best-global-universities/purdue-university-west-lafayette-campus-243780
118,electrical-electronic-engineering,115,University of Padua,Italy,Padua,63.4,68.9,"48,524",https://www.usnews.com/education/best-global-universities/university-of-padua-502381
119,electrical-electronic-engineering,163,University of Warwick,United Kingdom,Coventry,63.4,65.7,"23,895",https://www.usnews.com/education/best-global-universities/university-of-warwick-503443
120,electrical-electronic-engineering,441,COMSATS University Islamabad (CUI),Pakistan,Islamabad,63.3,53.4,N/A,https://www.usnews.com/education/best-global-universities/comsats-university-islamabad-cui-529200
121,electrical-electronic-engineering,282,China University of Geosciences,China,Wuhan,63.2,59.1,N/A,https://www.usnews.com/education/best-global-universities/china-university-of-geosciences-506930
122,electrical-electronic-engineering,5,University of Oxford,United Kingdom,Oxford,63.1,86.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-oxford-503637
123,electrical-electronic-engineering,421,Shanghai University,China,Shanghai,63,53.9,"37,499",https://www.usnews.com/education/best-global-universities/shanghai-university-504274
124,electrical-electronic-engineering,7,Columbia University,United States,New York City,62.9,86.5,"21,781",https://www.usnews.com/education/best-global-universities/columbia-university-190150
125,electrical-electronic-engineering,953,Qufu Normal University,China,Qufu,62.9,39.8,N/A,https://www.usnews.com/education/best-global-universities/qufu-normal-university-529543
126,electrical-electronic-engineering,74,University of Illinois Urbana-Champaign,United States,Champaign,62.6,72.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-urbana-champaign-145637
127,electrical-electronic-engineering,370,University of Surrey,United Kingdom,Surrey,62.4,55.3,"15,875",https://www.usnews.com/education/best-global-universities/university-of-surrey-505401
128,electrical-electronic-engineering,10,Johns Hopkins University,United States,Baltimore,61.9,84.7,"17,584",https://www.usnews.com/education/best-global-universities/johns-hopkins-university-162928
129,electrical-electronic-engineering,20,University of California San Diego,United States,La Jolla,61.9,83.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-san-diego-110680
130,electrical-electronic-engineering,329,University of Tehran,Iran,Tehran,61.8,57.1,"45,295",https://www.usnews.com/education/best-global-universities/university-of-tehran-504903
131,electrical-electronic-engineering,794,Harbin Engineering University,China,Harbin,61.7,43.3,"29,861",https://www.usnews.com/education/best-global-universities/harbin-engineering-university-528986
132,electrical-electronic-engineering,598,Jiangnan University,China,Wuxi,61.7,48.3,"29,899",https://www.usnews.com/education/best-global-universities/jiangnan-university-504800
133,electrical-electronic-engineering,192,Macquarie University,Australia,North Ryde,61.6,63.4,"30,561",https://www.usnews.com/education/best-global-universities/macquarie-university-502013
134,electrical-electronic-engineering,879,New York University Tandon School of Engineering,United States,Brooklyn,61.6,41.3,N/A,https://www.usnews.com/education/best-global-universities/new-york-university-tandon-school-of-engineering-529686
135,electrical-electronic-engineering,156,Arizona State University-Tempe,United States,Tempe,61.5,65.9,"50,027",https://www.usnews.com/education/best-global-universities/arizona-state-university-tempe-104151
136,electrical-electronic-engineering,146,University of Liverpool,United Kingdom,Liverpool,61.5,66.6,"27,145",https://www.usnews.com/education/best-global-universities/university-of-liverpool-506611
137,electrical-electronic-engineering,997,Thapar Institute of Engineering & Technology,India,Patiala,61.3,38.8,N/A,https://www.usnews.com/education/best-global-universities/thapar-institute-of-engineering-technology-529291
138,electrical-electronic-engineering,653,Concordia University - Canada,Canada,Montreal,61.1,46.8,"35,592",https://www.usnews.com/education/best-global-universities/concordia-university-canada-499961
139,electrical-electronic-engineering,"1,399",Chongqing University of Posts & Telecommunications,China,Chongqing,60.7,30.1,N/A,https://www.usnews.com/education/best-global-universities/chongqing-university-of-posts-telecommunications-529515
140,electrical-electronic-engineering,217,Deakin University,Australia,Burwood,60.7,62.1,"43,080",https://www.usnews.com/education/best-global-universities/deakin-university-504884
141,electrical-electronic-engineering,116,Fudan University,China,Shanghai,60.7,68.8,N/A,https://www.usnews.com/education/best-global-universities/fudan-university-500824
142,electrical-electronic-engineering,304,Technical University of Berlin,Germany,Berlin,60.7,58.1,"20,243",https://www.usnews.com/education/best-global-universities/technical-university-of-berlin-506357
143,electrical-electronic-engineering,8,University of Cambridge,United Kingdom,Cambridge (U.K.),60.7,86.1,"20,385",https://www.usnews.com/education/best-global-universities/university-of-cambridge-502149
144,electrical-electronic-engineering,55,Ohio State University,United States,Columbus,60.6,74.4,"55,814",https://www.usnews.com/education/best-global-universities/ohio-state-university-204796
145,electrical-electronic-engineering,377,Shandong University of Science & Technology,China,Qingdao,60.6,55.1,N/A,https://www.usnews.com/education/best-global-universities/shandong-university-of-science-technology-529480
146,electrical-electronic-engineering,14,University of California Los Angeles,United States,Los Angeles,60.3,84.2,"43,289",https://www.usnews.com/education/best-global-universities/university-of-california-los-angeles-110662
147,electrical-electronic-engineering,551,Guangzhou University,China,Guangzhou,60.2,49.6,N/A,https://www.usnews.com/education/best-global-universities/guangzhou-university-529537
148,electrical-electronic-engineering,812,Hefei University of Technology,China,Hefei,60.2,42.9,N/A,https://www.usnews.com/education/best-global-universities/hefei-university-of-technology-528958
149,electrical-electronic-engineering,385,Polytechnic University of Catalonia,Spain,Barcelona,60,54.9,"22,280",https://www.usnews.com/education/best-global-universities/polytechnic-university-of-catalonia-501701
150,electrical-electronic-engineering,186,Universite Grenoble Alpes (UGA),France,Saint-Martin-d'Heres,60,63.6,"50,868",https://www.usnews.com/education/best-global-universities/universite-grenoble-alpes-uga-528916
151,electrical-electronic-engineering,282,Korea Advanced Institute of Science & Technology (KAIST),South Korea,Daejeon,59.8,59.1,"9,946",https://www.usnews.com/education/best-global-universities/korea-advanced-institute-of-science-technology-kaist-506336
152,electrical-electronic-engineering,304,Sichuan University,China,Chengdu,59.5,58.1,"49,543",https://www.usnews.com/education/best-global-universities/sichuan-university-506145
153,electrical-electronic-engineering,6,University of Washington Seattle,United States,Seattle,59.5,86.6,"47,727",https://www.usnews.com/education/best-global-universities/university-of-washington-seattle-236948
154,electrical-electronic-engineering,34,University of Edinburgh,United Kingdom,Edinburgh,59.2,77.8,"32,800",https://www.usnews.com/education/best-global-universities/university-of-edinburgh-505832
155,electrical-electronic-engineering,225,University of Tennessee Knoxville,United States,Knoxville,59.2,61.7,"27,308",https://www.usnews.com/education/best-global-universities/university-of-tennessee-knoxville-221759
156,electrical-electronic-engineering,421,Beijing University of Chemical Technology,China,Beijing,59.1,53.9,N/A,https://www.usnews.com/education/best-global-universities/beijing-university-of-chemical-technology-501098
157,electrical-electronic-engineering,"1,163",Hangzhou Dianzi University,China,Hangzhou,59.1,35,N/A,https://www.usnews.com/education/best-global-universities/hangzhou-dianzi-university-529256
158,electrical-electronic-engineering,143,Rutgers State University New Brunswick,United States,Piscataway Township,59.1,66.8,"46,158",https://www.usnews.com/education/best-global-universities/rutgers-state-university-new-brunswick-186380
159,electrical-electronic-engineering,349,University of Texas Dallas,United States,Richardson,59.1,56.1,"25,464",https://www.usnews.com/education/best-global-universities/university-of-texas-dallas-228787
160,electrical-electronic-engineering,267,Norwegian University of Science & Technology (NTNU),Norway,Trondheim,59,59.8,"37,759",https://www.usnews.com/education/best-global-universities/norwegian-university-of-science-technology-ntnu-503599
161,electrical-electronic-engineering,98,University of Florida,United States,Gainesville,58.6,70.4,"46,807",https://www.usnews.com/education/best-global-universities/university-of-florida-134130
162,electrical-electronic-engineering,50,KU Leuven,Belgium,Leuven,58.5,75.1,"47,663",https://www.usnews.com/education/best-global-universities/ku-leuven-504785
163,electrical-electronic-engineering,295,Queens University Belfast,United Kingdom,Belfast,58.2,58.6,"20,195",https://www.usnews.com/education/best-global-universities/queens-university-belfast-505350
164,electrical-electronic-engineering,226,Universiti Malaya,Malaysia,Kuala Lumpur,58.2,61.6,"18,320",https://www.usnews.com/education/best-global-universities/universiti-malaya-501730
165,electrical-electronic-engineering,662,Khalifa University of Science & Technology,United Arab Emirates,Abu Dhabi,58.1,46.6,N/A,https://www.usnews.com/education/best-global-universities/khalifa-university-of-science-technology-529390
166,electrical-electronic-engineering,148,Texas A&M University College Station,United States,College Station,58,66.5,"62,931",https://www.usnews.com/education/best-global-universities/texas-am-university-college-station-228723
167,electrical-electronic-engineering,363,Aristotle University of Thessaloniki,Greece,Thessaloniki,57.8,55.6,"49,840",https://www.usnews.com/education/best-global-universities/aristotle-university-of-thessaloniki-506056
168,electrical-electronic-engineering,372,Changsha University of Science & Technology,China,Changsha,57.8,55.2,N/A,https://www.usnews.com/education/best-global-universities/changsha-university-of-science-technology-529522
169,electrical-electronic-engineering,379,University of Strathclyde,United Kingdom,Glasgow,57.8,55,N/A,https://www.usnews.com/education/best-global-universities/university-of-strathclyde-504736
170,electrical-electronic-engineering,145,University of Nottingham,United Kingdom,Nottingham,57.7,66.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-nottingham-503548
171,electrical-electronic-engineering,57,University of Minnesota Twin Cities,United States,Minneapolis,56.8,74.3,"45,276",https://www.usnews.com/education/best-global-universities/university-of-minnesota-twin-cities-174066
172,electrical-electronic-engineering,256,University of Trento,Italy,Trento,56.8,60.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-trento-504044
