ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
180,condensed-matter-physics,50,KU Leuven,Belgium,Leuven,36,75.1,"47,663",https://www.usnews.com/education/best-global-universities/ku-leuven-504785
181,condensed-matter-physics,512,China University of Petroleum,China,Qingdao,35.7,50.7,N/A,https://www.usnews.com/education/best-global-universities/china-university-of-petroleum-500186
182,condensed-matter-physics,360,Tokyo Institute of Technology,Japan,Tokyo,35.6,55.7,"9,878",https://www.usnews.com/education/best-global-universities/tokyo-institute-of-technology-504950
183,condensed-matter-physics,106,Radboud University Nijmegen,Netherlands,Nijmegen,35.5,69.4,"21,979",https://www.usnews.com/education/best-global-universities/radboud-university-nijmegen-501519
184,condensed-matter-physics,194,Universite de Montpellier,France,Montpellier,35.4,63.3,"40,179",https://www.usnews.com/education/best-global-universities/universite-de-montpellier-528813
185,condensed-matter-physics,175,Tel Aviv University,Israel,Tel Aviv,35.3,64.2,"23,834",https://www.usnews.com/education/best-global-universities/tel-aviv-university-500052
186,condensed-matter-physics,300,University of Duisburg Essen,Germany,Essen,35.3,58.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-duisburg-essen-505327
187,condensed-matter-physics,109,University of Geneva,Switzerland,Geneva,35.3,69.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-geneva-504635
188,condensed-matter-physics,134,Weizmann Institute of Science,Israel,Rehovot,35.3,67.3,N/A,https://www.usnews.com/education/best-global-universities/weizmann-institute-of-science-506795
189,condensed-matter-physics,42,University of Copenhagen,Denmark,Copenhagen,35,76.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-copenhagen-503710
190,condensed-matter-physics,277,Universite de Strasbourg,France,Strasbourg,34.9,59.3,N/A,https://www.usnews.com/education/best-global-universities/universite-de-strasbourg-501292
191,condensed-matter-physics,"1,407",Yanshan University,China,Qinhuangdao,34.8,29.9,"38,649",https://www.usnews.com/education/best-global-universities/yanshan-university-529086
192,condensed-matter-physics,"1,281",SRM Institute of Science & Technology Chennai,India,Chengalpattu,34.7,32.6,N/A,https://www.usnews.com/education/best-global-universities/srm-institute-of-science-technology-chennai-529816
193,condensed-matter-physics,352,University of St Andrews,United Kingdom,Fife,34.7,56,"9,645",https://www.usnews.com/education/best-global-universities/university-of-st-andrews-503328
194,condensed-matter-physics,95,Ghent University,Belgium,Gent,34.6,70.6,"39,437",https://www.usnews.com/education/best-global-universities/ghent-university-506883
195,condensed-matter-physics,432,University of Tsukuba,Japan,Tsukuba,34.5,53.6,"16,626",https://www.usnews.com/education/best-global-universities/university-of-tsukuba-506429
196,condensed-matter-physics,"1,060",Guangxi University,China,Nanning,34.4,37.4,N/A,https://www.usnews.com/education/best-global-universities/guangxi-university-529243
197,condensed-matter-physics,156,Arizona State University-Tempe,United States,Tempe,34.3,65.9,"50,027",https://www.usnews.com/education/best-global-universities/arizona-state-university-tempe-104151
198,condensed-matter-physics,241,Johannes Gutenberg University of Mainz,Germany,Mainz,34,60.9,N/A,https://www.usnews.com/education/best-global-universities/johannes-gutenberg-university-of-mainz-500317
199,condensed-matter-physics,61,Humboldt University of Berlin,Germany,Berlin,33.9,74,"34,399",https://www.usnews.com/education/best-global-universities/humboldt-university-of-berlin-506698
200,condensed-matter-physics,652,Saint Petersburg State University,Russia,St. Petersburg,33.9,46.9,"24,335",https://www.usnews.com/education/best-global-universities/saint-petersburg-state-university-502182
201,condensed-matter-physics,812,Hefei University of Technology,China,Hefei,33.8,42.9,N/A,https://www.usnews.com/education/best-global-universities/hefei-university-of-technology-528958
202,condensed-matter-physics,54,McGill University,Canada,Montreal,33.7,74.6,"32,309",https://www.usnews.com/education/best-global-universities/mcgill-university-499986
203,condensed-matter-physics,244,University of Cologne,Germany,Koln,33.7,60.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-cologne-500060
204,condensed-matter-physics,400,University of Twente,Netherlands,Enschede,33.7,54.4,"9,816",https://www.usnews.com/education/best-global-universities/university-of-twente-506687
205,condensed-matter-physics,520,Kyung Hee University,South Korea,Seoul,33.6,50.5,"20,504",https://www.usnews.com/education/best-global-universities/kyung-hee-university-501161
206,condensed-matter-physics,698,Pusan National University,South Korea,Busan,33.6,45.7,N/A,https://www.usnews.com/education/best-global-universities/pusan-national-university-501725
207,condensed-matter-physics,"1,066",Southwest University of Science & Technology - China,China,Mianyang,33.6,37.3,N/A,https://www.usnews.com/education/best-global-universities/southwest-university-of-science-technology---china-529731
208,condensed-matter-physics,629,University of Stuttgart,Germany,Stuttgart,33.3,47.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-stuttgart-506202
209,condensed-matter-physics,"1,357",Taiyuan University of Technology,China,Taiyuan,33.1,31.1,N/A,https://www.usnews.com/education/best-global-universities/taiyuan-university-of-technology-529111
210,condensed-matter-physics,223,Ton Duc Thang University,Vietnam,Ho Chi Minh City,33.1,61.8,N/A,https://www.usnews.com/education/best-global-universities/ton-duc-thang-university-529637
211,condensed-matter-physics,667,Southwest University - China,China,Chongqing,33,46.5,N/A,https://www.usnews.com/education/best-global-universities/southwest-university-china-506024
212,condensed-matter-physics,178,Aix-Marseille Universite,France,Marseille,32.6,64.1,"70,054",https://www.usnews.com/education/best-global-universities/aix-marseille-universite-528917
213,condensed-matter-physics,889,Jeonbuk National University,South Korea,Jeonju,32.6,41.1,"21,782",https://www.usnews.com/education/best-global-universities/jeonbuk-national-university-503088
214,condensed-matter-physics,282,International School for Advanced Studies (SISSA),Italy,Trieste,32.2,59.1,N/A,https://www.usnews.com/education/best-global-universities/international-school-for-advanced-studies-sissa-528824
215,condensed-matter-physics,"1,225",Hubei University,China,Wuhan,32,33.8,N/A,https://www.usnews.com/education/best-global-universities/hubei-university-529080
216,condensed-matter-physics,290,Universite de Bordeaux,France,Talence,32,58.9,"53,757",https://www.usnews.com/education/best-global-universities/universite-de-bordeaux-528820
217,condensed-matter-physics,598,Beijing Jiaotong University,China,Beijing,31.9,48.3,N/A,https://www.usnews.com/education/best-global-universities/beijing-jiaotong-university-501352
218,condensed-matter-physics,"1,147",University of Jinan,China,Jinan,31.6,35.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-jinan-529252
219,condensed-matter-physics,73,University of California Davis,United States,Davis,31.5,72.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-davis-110644
220,condensed-matter-physics,615,Technical University of Darmstadt,Germany,Darmstadt,31.4,48,"15,526",https://www.usnews.com/education/best-global-universities/technical-university-of-darmstadt-506035
221,condensed-matter-physics,844,Chonnam National University,South Korea,Gwangju,31.2,42.2,"24,436",https://www.usnews.com/education/best-global-universities/chonnam-national-university-503755
222,condensed-matter-physics,510,University of Regensburg,Germany,Regensburg,31.1,50.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-regensburg-500220
223,condensed-matter-physics,618,Northeastern University - China,China,Shenyang,30.9,47.9,"39,155",https://www.usnews.com/education/best-global-universities/northeastern-university-china-514931
224,condensed-matter-physics,"1,542",Henan Normal University,China,Xinxiang,30.8,26.9,N/A,https://www.usnews.com/education/best-global-universities/henan-normal-university-529271
225,condensed-matter-physics,112,Lund University,Sweden,Lund,30.8,69,N/A,https://www.usnews.com/education/best-global-universities/lund-university-500083
226,condensed-matter-physics,297,Polytechnic University of Milan,Italy,Milan,30.8,58.5,N/A,https://www.usnews.com/education/best-global-universities/polytechnic-university-of-milan-502229
227,condensed-matter-physics,525,Universidade de Aveiro,Portugal,Aveiro,30.8,50.4,"12,566",https://www.usnews.com/education/best-global-universities/universidade-de-aveiro-504426
228,condensed-matter-physics,226,Charles University Prague,Czech Republic,Prague,30.4,61.6,"49,787",https://www.usnews.com/education/best-global-universities/charles-university-prague-502397
229,condensed-matter-physics,333,Nagoya University,Japan,Nagoya,30.3,56.8,"15,224",https://www.usnews.com/education/best-global-universities/nagoya-university-501944
230,condensed-matter-physics,745,Nanchang University,China,Nanchang,30.2,44.5,N/A,https://www.usnews.com/education/best-global-universities/nanchang-university-529112
231,condensed-matter-physics,"1,581",Hebei University of Technology,China,Tianjin,29.6,26,N/A,https://www.usnews.com/education/best-global-universities/hebei-university-of-technology-529604
232,condensed-matter-physics,163,University of Warwick,United Kingdom,Coventry,29.1,65.7,"23,895",https://www.usnews.com/education/best-global-universities/university-of-warwick-503443
233,condensed-matter-physics,120,Universidade de Sao Paulo,Brazil,Sao Paulo,28.8,68.5,"82,010",https://www.usnews.com/education/best-global-universities/universidade-de-sao-paulo-500437
234,condensed-matter-physics,104,University of Southampton,United Kingdom,Southampton,28.5,69.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-southampton-504892
235,condensed-matter-physics,441,COMSATS University Islamabad (CUI),Pakistan,Islamabad,28.3,53.4,N/A,https://www.usnews.com/education/best-global-universities/comsats-university-islamabad-cui-529200
236,condensed-matter-physics,598,Jiangnan University,China,Wuxi,28.2,48.3,"29,899",https://www.usnews.com/education/best-global-universities/jiangnan-university-504800
237,condensed-matter-physics,226,Universiti Malaya,Malaysia,Kuala Lumpur,28.2,61.6,"18,320",https://www.usnews.com/education/best-global-universities/universiti-malaya-501730
238,condensed-matter-physics,346,Ruhr University Bochum,Germany,Bochum,28.1,56.2,N/A,https://www.usnews.com/education/best-global-universities/ruhr-university-bochum-500459
239,condensed-matter-physics,639,National Cheng Kung University,Taiwan,Tainan City,27.7,47.2,"20,080",https://www.usnews.com/education/best-global-universities/national-cheng-kung-university-502356
240,condensed-matter-physics,98,University of Florida,United States,Gainesville,27.6,70.4,"46,807",https://www.usnews.com/education/best-global-universities/university-of-florida-134130
241,condensed-matter-physics,389,Universite de Lille,France,Lille,27.5,54.8,N/A,https://www.usnews.com/education/best-global-universities/universite-de-lille-529680
242,condensed-matter-physics,"1,140",Jiangsu University of Science & Technology,China,Zhenjiang,27.4,35.6,N/A,https://www.usnews.com/education/best-global-universities/jiangsu-university-of-science-technology-529475
243,condensed-matter-physics,943,King Khalid University,Saudi Arabia,Abha,27.3,40,N/A,https://www.usnews.com/education/best-global-universities/king-khalid-university-529704
244,condensed-matter-physics,149,University of Hamburg,Germany,Hamburg,27.2,66.3,"30,676",https://www.usnews.com/education/best-global-universities/university-of-hamburg-501079
245,condensed-matter-physics,267,Norwegian University of Science & Technology (NTNU),Norway,Trondheim,27.1,59.8,"37,759",https://www.usnews.com/education/best-global-universities/norwegian-university-of-science-technology-ntnu-503599
246,condensed-matter-physics,"1,036",Chung Ang University,South Korea,Seoul,26.9,38,N/A,https://www.usnews.com/education/best-global-universities/chung-ang-university-500565
247,condensed-matter-physics,717,Indian Institute of Technology (IIT) - Delhi,India,New Delhi,26.6,45.3,"9,794",https://www.usnews.com/education/best-global-universities/indian-institute-of-technology-iit-delhi-500856
248,condensed-matter-physics,"1,327",Inha University,South Korea,Incheon,26.5,31.7,"17,103",https://www.usnews.com/education/best-global-universities/inha-university-504761
249,condensed-matter-physics,912,Yeungnam University,South Korea,Gyeongsan,26.3,40.7,"19,345",https://www.usnews.com/education/best-global-universities/yeungnam-university-504367
250,condensed-matter-physics,329,University of Tehran,Iran,Tehran,26.2,57.1,"45,295",https://www.usnews.com/education/best-global-universities/university-of-tehran-504903
