ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
33,biology-biochemistry,112,"University of Chinese Academy of Sciences, CAS",China,Beijing,64,69,N/A,https://www.usnews.com/education/best-global-universities/university-of-chinese-academy-of-sciences-cas-529679
34,biology-biochemistry,133,University of Texas Southwestern Medical Center Dallas,United States,Dallas,64,67.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-southwestern-medical-center-dallas-228635
35,biology-biochemistry,48,Sorbonne Universite,France,Paris,63.9,75.2,"44,649",https://www.usnews.com/education/best-global-universities/sorbonne-universite-529569
36,biology-biochemistry,41,University of North Carolina Chapel Hill,United States,Chapel Hill,63.7,76.7,"30,845",https://www.usnews.com/education/best-global-universities/university-of-north-carolina-chapel-hill-199120
37,biology-biochemistry,81,University of Tokyo,Japan,Tokyo,63.7,72.4,"26,112",https://www.usnews.com/education/best-global-universities/university-of-tokyo-500248
38,biology-biochemistry,35,University of British Columbia,Canada,Vancouver,63.2,77.5,"58,590",https://www.usnews.com/education/best-global-universities/university-of-british-columbia-499976
39,biology-biochemistry,73,University of California Davis,United States,Davis,63.2,72.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-davis-110644
40,biology-biochemistry,89,Shanghai Jiao Tong University,China,Shanghai,63.1,71.3,"37,478",https://www.usnews.com/education/best-global-universities/shanghai-jiao-tong-university-501915
41,biology-biochemistry,27,University of Melbourne,Australia,Parkville,63,80.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-melbourne-501796
42,biology-biochemistry,47,University of Munich,Germany,Munich,62.9,75.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-munich-500951
43,biology-biochemistry,22,University of Chicago,United States,Chicago,62.5,82.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-chicago-144050
44,biology-biochemistry,36,University of Queensland,Australia,Brisbane,62.5,77.2,"41,372",https://www.usnews.com/education/best-global-universities/university-of-queensland-500164
45,biology-biochemistry,165,Technical University of Denmark,Denmark,Kongens Lyngby,62.4,65.5,"9,599",https://www.usnews.com/education/best-global-universities/technical-university-of-denmark-503016
46,biology-biochemistry,44,Utrecht University,Netherlands,Utrecht,62.4,75.7,"32,532",https://www.usnews.com/education/best-global-universities/utrecht-university-505962
47,biology-biochemistry,16,Princeton University,United States,Princeton,62.2,83.9,N/A,https://www.usnews.com/education/best-global-universities/princeton-university-186131
48,biology-biochemistry,79,Technical University of Munich,Germany,Munich,61.9,72.6,"33,960",https://www.usnews.com/education/best-global-universities/technical-university-of-munich-503109
49,biology-biochemistry,63,University of Wisconsin Madison,United States,Madison,61.4,73.8,"40,701",https://www.usnews.com/education/best-global-universities/university-of-wisconsin-madison-240444
50,biology-biochemistry,192,University of Wurzburg,Germany,Wurzburg,61.4,63.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-wurzburg-505067
51,biology-biochemistry,60,Universite Paris Saclay,France,Saint-Aubin,61.2,74.1,N/A,https://www.usnews.com/education/best-global-universities/universite-paris-saclay-529676
52,biology-biochemistry,140,Kyoto University,Japan,Kyoto,61,66.9,N/A,https://www.usnews.com/education/best-global-universities/kyoto-university-505388
53,biology-biochemistry,34,University of Edinburgh,United Kingdom,Edinburgh,61,77.8,"32,800",https://www.usnews.com/education/best-global-universities/university-of-edinburgh-505832
54,biology-biochemistry,24,Northwestern University,United States,Evanston,60.8,81.2,"18,803",https://www.usnews.com/education/best-global-universities/northwestern-university-147767
55,biology-biochemistry,45,University of Pittsburgh,United States,Pittsburgh,60.4,75.6,"26,575",https://www.usnews.com/education/best-global-universities/university-of-pittsburgh-215293
56,biology-biochemistry,136,Baylor College of Medicine,United States,Houston,60.3,67.1,N/A,https://www.usnews.com/education/best-global-universities/baylor-college-of-medicine-223223
57,biology-biochemistry,54,McGill University,Canada,Montreal,60.3,74.6,"32,309",https://www.usnews.com/education/best-global-universities/mcgill-university-499986
58,biology-biochemistry,74,University of Illinois Urbana-Champaign,United States,Champaign,60.2,72.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-urbana-champaign-145637
59,biology-biochemistry,46,Icahn School of Medicine at Mount Sinai,United States,New York City,60.1,75.4,N/A,https://www.usnews.com/education/best-global-universities/icahn-school-of-medicine-at-mount-sinai-193405
60,biology-biochemistry,50,KU Leuven,Belgium,Leuven,59.8,75.1,"47,663",https://www.usnews.com/education/best-global-universities/ku-leuven-504785
61,biology-biochemistry,103,Rockefeller University,United States,New York City,59.8,70,255,https://www.usnews.com/education/best-global-universities/rockefeller-university-195049
62,biology-biochemistry,37,Monash University,Australia,Clayton,59.5,77,"58,725",https://www.usnews.com/education/best-global-universities/monash-university-500301
63,biology-biochemistry,80,University of Southern California,United States,Los Angeles,59.2,72.5,"42,502",https://www.usnews.com/education/best-global-universities/university-of-southern-california-123961
64,biology-biochemistry,120,Universidade de Sao Paulo,Brazil,Sao Paulo,59.1,68.5,"82,010",https://www.usnews.com/education/best-global-universities/universidade-de-sao-paulo-500437
65,biology-biochemistry,93,Zhejiang University,China,Hangzhou,59.1,70.7,"44,636",https://www.usnews.com/education/best-global-universities/zhejiang-university-504773
66,biology-biochemistry,116,Fudan University,China,Shanghai,58.9,68.8,N/A,https://www.usnews.com/education/best-global-universities/fudan-university-500824
67,biology-biochemistry,55,Ohio State University,United States,Columbus,58.5,74.4,"55,814",https://www.usnews.com/education/best-global-universities/ohio-state-university-204796
68,biology-biochemistry,89,Wageningen University & Research,Netherlands,Wageningen,58.4,71.3,"15,404",https://www.usnews.com/education/best-global-universities/wageningen-university-research-501112
69,biology-biochemistry,87,Free University of Berlin,Germany,Berlin,58,71.7,"36,792",https://www.usnews.com/education/best-global-universities/free-university-of-berlin-502084
70,biology-biochemistry,61,Humboldt University of Berlin,Germany,Berlin,58,74,"34,399",https://www.usnews.com/education/best-global-universities/humboldt-university-of-berlin-506698
71,biology-biochemistry,33,King's College London,United Kingdom,London (U.K.),57.9,77.9,"29,240",https://www.usnews.com/education/best-global-universities/kings-college-london-500330
72,biology-biochemistry,63,University of Manchester,United Kingdom,Manchester,57.9,73.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-manchester-500273
73,biology-biochemistry,165,Oregon Health & Science University,United States,Portland,57.4,65.5,N/A,https://www.usnews.com/education/best-global-universities/oregon-health-science-university-209490
74,biology-biochemistry,146,University of Gothenburg,Sweden,Gothenburg,57.4,66.6,"20,901",https://www.usnews.com/education/best-global-universities/university-of-gothenburg-501869
75,biology-biochemistry,136,University of Alberta,Canada,Edmonton,57.3,67.1,"32,338",https://www.usnews.com/education/best-global-universities/university-of-alberta-499977
76,biology-biochemistry,70,Boston University,United States,Boston,57.2,73.1,"27,243",https://www.usnews.com/education/best-global-universities/boston-university-164988
77,biology-biochemistry,74,Leiden University,Netherlands,Leiden,57.2,72.8,N/A,https://www.usnews.com/education/best-global-universities/leiden-university-503069
78,biology-biochemistry,150,University of Basel,Switzerland,Basel,57.1,66.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-basel-502059
79,biology-biochemistry,99,University of Helsinki,Finland,Helsinki,57.1,70.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-helsinki-501989
80,biology-biochemistry,95,Ghent University,Belgium,Gent,57,70.6,"39,437",https://www.usnews.com/education/best-global-universities/ghent-university-506883
81,biology-biochemistry,134,Weizmann Institute of Science,Israel,Rehovot,56.8,67.3,N/A,https://www.usnews.com/education/best-global-universities/weizmann-institute-of-science-506795
82,biology-biochemistry,65,King Abdulaziz University,Saudi Arabia,Jeddah,56.7,73.4,N/A,https://www.usnews.com/education/best-global-universities/king-abdulaziz-university-501597
83,biology-biochemistry,208,University of Vienna,Austria,Vienna,56.3,62.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-vienna-505908
84,biology-biochemistry,57,University of Minnesota Twin Cities,United States,Minneapolis,56,74.3,"45,276",https://www.usnews.com/education/best-global-universities/university-of-minnesota-twin-cities-174066
85,biology-biochemistry,69,Ecole Polytechnique Federale de Lausanne,Switzerland,Lausanne,55.8,73.2,"11,641",https://www.usnews.com/education/best-global-universities/ecole-polytechnique-federale-de-lausanne-501629
86,biology-biochemistry,105,University of California Santa Cruz,United States,Santa Cruz,55.7,69.5,"19,494",https://www.usnews.com/education/best-global-universities/university-of-california-santa-cruz-110714
87,biology-biochemistry,28,University of Sydney,Australia,Sydney,55.6,79.9,"47,118",https://www.usnews.com/education/best-global-universities/university-of-sydney-505369
88,biology-biochemistry,213,King Saud University,Saudi Arabia,Riyadh,55.5,62.3,"33,931",https://www.usnews.com/education/best-global-universities/king-saud-university-503764
89,biology-biochemistry,129,Seoul National University (SNU),South Korea,Seoul,55.4,67.5,"26,209",https://www.usnews.com/education/best-global-universities/seoul-national-university-snu-503456
90,biology-biochemistry,178,University of Freiburg,Germany,Freiburg,55.4,64.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-freiburg-503940
91,biology-biochemistry,143,Rutgers State University New Brunswick,United States,Piscataway Township,55.2,66.8,"46,158",https://www.usnews.com/education/best-global-universities/rutgers-state-university-new-brunswick-186380
92,biology-biochemistry,72,Emory University,United States,Atlanta,54.9,73,"13,190",https://www.usnews.com/education/best-global-universities/emory-university-139658
93,biology-biochemistry,78,Vanderbilt University,United States,Nashville,54.9,72.7,N/A,https://www.usnews.com/education/best-global-universities/vanderbilt-university-221999
94,biology-biochemistry,98,University of Florida,United States,Gainesville,54.8,70.4,"46,807",https://www.usnews.com/education/best-global-universities/university-of-florida-134130
95,biology-biochemistry,88,University of Groningen,Netherlands,Groningen,54.8,71.5,"30,009",https://www.usnews.com/education/best-global-universities/university-of-groningen-500967
96,biology-biochemistry,182,Eberhard Karls University of Tubingen,Germany,Tubingen,54.4,63.9,N/A,https://www.usnews.com/education/best-global-universities/eberhard-karls-university-of-tubingen-503424
97,biology-biochemistry,194,Universite de Montpellier,France,Montpellier,54.4,63.3,"40,179",https://www.usnews.com/education/best-global-universities/universite-de-montpellier-528813
98,biology-biochemistry,127,Stockholm University,Sweden,Stockholm,54.3,67.8,N/A,https://www.usnews.com/education/best-global-universities/stockholm-university-505458
99,biology-biochemistry,286,Osaka University,Japan,Suita,54.2,59,"22,485",https://www.usnews.com/education/best-global-universities/osaka-university-505864
100,biology-biochemistry,129,Sun Yat Sen University,China,Guangzhou,54.1,67.5,"58,208",https://www.usnews.com/education/best-global-universities/sun-yat-sen-university-506062
101,biology-biochemistry,127,Uppsala University,Sweden,Uppsala,54.1,67.8,N/A,https://www.usnews.com/education/best-global-universities/uppsala-university-501990
102,biology-biochemistry,74,University of Glasgow,United Kingdom,Glasgow,54,72.8,"28,250",https://www.usnews.com/education/best-global-universities/university-of-glasgow-500110
103,biology-biochemistry,109,Aarhus University,Denmark,Aarhus,53.9,69.1,"26,475",https://www.usnews.com/education/best-global-universities/aarhus-university-502125
104,biology-biochemistry,39,University of Amsterdam,Netherlands,Amsterdam,53.4,76.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-amsterdam-502957
105,biology-biochemistry,206,Medical University of Vienna,Austria,Vienna,53.2,62.7,"7,274",https://www.usnews.com/education/best-global-universities/medical-university-of-vienna-504165
106,biology-biochemistry,84,Pennsylvania State University,United States,University Park,53.2,71.9,"46,863",https://www.usnews.com/education/best-global-universities/pennsylvania-state-university-214777
107,biology-biochemistry,89,University of Birmingham,United Kingdom,Birmingham (U.K.),53.2,71.3,"32,560",https://www.usnews.com/education/best-global-universities/university-of-birmingham-501524
108,biology-biochemistry,37,University of New South Wales Sydney,Australia,Kensington,53.2,77,"45,133",https://www.usnews.com/education/best-global-universities/university-of-new-south-wales-sydney-502434
109,biology-biochemistry,112,Lund University,Sweden,Lund,53.1,69,N/A,https://www.usnews.com/education/best-global-universities/lund-university-500083
110,biology-biochemistry,106,Radboud University Nijmegen,Netherlands,Nijmegen,53,69.4,"21,979",https://www.usnews.com/education/best-global-universities/radboud-university-nijmegen-501519
111,biology-biochemistry,240,Royal Institute of Technology,Sweden,Stockholm,53,61,N/A,https://www.usnews.com/education/best-global-universities/royal-institute-of-technology-505970
112,biology-biochemistry,109,University of Geneva,Switzerland,Geneva,53,69.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-geneva-504635
113,biology-biochemistry,89,University of Oslo,Norway,Oslo,52.5,71.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-oslo-502680
114,biology-biochemistry,43,University of Texas Austin,United States,Austin,52.5,75.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-austin-228778
115,biology-biochemistry,160,University of Massachusetts Amherst,United States,Amherst,52.4,65.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-massachusetts-amherst-166629
116,biology-biochemistry,55,University of Hong Kong,Hong Kong,Pok Fu Lam,52.3,74.4,"18,087",https://www.usnews.com/education/best-global-universities/university-of-hong-kong-505046
117,biology-biochemistry,145,University of Nottingham,United Kingdom,Nottingham,52.3,66.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-nottingham-503548
118,biology-biochemistry,86,University of Barcelona,Spain,Barcelona,52.2,71.8,"45,004",https://www.usnews.com/education/best-global-universities/university-of-barcelona-500261
119,biology-biochemistry,116,Michigan State University,United States,East Lansing,51.8,68.8,"45,465",https://www.usnews.com/education/best-global-universities/michigan-state-university-171100
120,biology-biochemistry,182,University of Lausanne,Switzerland,Lausanne,51.5,63.9,"13,402",https://www.usnews.com/education/best-global-universities/university-of-lausanne-505144
121,biology-biochemistry,236,Goethe University Frankfurt,Germany,Frankfurt am Main,51.3,61.2,N/A,https://www.usnews.com/education/best-global-universities/goethe-university-frankfurt-503512
122,biology-biochemistry,163,University of Gottingen,Germany,Gottingen,51.2,65.7,"30,221",https://www.usnews.com/education/best-global-universities/university-of-gottingen-502609
123,biology-biochemistry,152,Indiana University Bloomington,United States,Bloomington,51.1,66.1,N/A,https://www.usnews.com/education/best-global-universities/indiana-university-bloomington-151351
124,biology-biochemistry,175,Tel Aviv University,Israel,Tel Aviv,51,64.2,"23,834",https://www.usnews.com/education/best-global-universities/tel-aviv-university-500052
125,biology-biochemistry,286,Tohoku University,Japan,Sendai,50.9,59,"17,812",https://www.usnews.com/education/best-global-universities/tohoku-university-500862
126,biology-biochemistry,119,University of Virginia,United States,Charlottesville,50.9,68.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-virginia-234076
127,biology-biochemistry,83,University of Western Australia,Australia,Crawley,50.7,72.2,"18,405",https://www.usnews.com/education/best-global-universities/university-of-western-australia-503979
128,biology-biochemistry,148,Texas A&M University College Station,United States,College Station,50.6,66.5,"62,931",https://www.usnews.com/education/best-global-universities/texas-am-university-college-station-228723
129,biology-biochemistry,156,University of Milan,Italy,Milan,50.6,65.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-milan-506478
130,biology-biochemistry,30,Nanyang Technological University,Singapore,Singapore,50.5,79,"24,651",https://www.usnews.com/education/best-global-universities/nanyang-technological-university-503366
131,biology-biochemistry,152,Cardiff University,United Kingdom,Cardiff,50.4,66.1,N/A,https://www.usnews.com/education/best-global-universities/cardiff-university-500071
132,biology-biochemistry,277,Universite de Strasbourg,France,Strasbourg,50.2,59.3,N/A,https://www.usnews.com/education/best-global-universities/universite-de-strasbourg-501292
133,biology-biochemistry,282,Korea Advanced Institute of Science & Technology (KAIST),South Korea,Daejeon,50,59.1,"9,946",https://www.usnews.com/education/best-global-universities/korea-advanced-institute-of-science-technology-kaist-506336
134,biology-biochemistry,115,University of Padua,Italy,Padua,49.9,68.9,"48,524",https://www.usnews.com/education/best-global-universities/university-of-padua-502381
135,biology-biochemistry,149,University of Hamburg,Germany,Hamburg,49.8,66.3,"30,676",https://www.usnews.com/education/best-global-universities/university-of-hamburg-501079
136,biology-biochemistry,109,Huazhong University of Science & Technology,China,Wuhan,49.6,69.1,"57,167",https://www.usnews.com/education/best-global-universities/huazhong-university-of-science-technology-505190
137,biology-biochemistry,51,Georgia Institute of Technology,United States,Atlanta,49.2,74.9,N/A,https://www.usnews.com/education/best-global-universities/georgia-institute-of-technology-139755
138,biology-biochemistry,125,Sapienza University Rome,Italy,Rome,49.2,68,"74,149",https://www.usnews.com/education/best-global-universities/sapienza-university-rome-506550
139,biology-biochemistry,156,Newcastle University - UK,United Kingdom,Newcastle upon Tyne,49.1,65.9,"26,920",https://www.usnews.com/education/best-global-universities/newcastle-university-uk-503247
140,biology-biochemistry,65,Erasmus University Rotterdam,Netherlands,Rotterdam,49,73.4,N/A,https://www.usnews.com/education/best-global-universities/erasmus-university-rotterdam-500349
141,biology-biochemistry,196,Harbin Institute of Technology,China,Harbin,49,63.2,N/A,https://www.usnews.com/education/best-global-universities/harbin-institute-of-technology-505604
142,biology-biochemistry,178,Aix-Marseille Universite,France,Marseille,48.9,64.1,"70,054",https://www.usnews.com/education/best-global-universities/aix-marseille-universite-528917
143,biology-biochemistry,93,University of Bristol,United Kingdom,Bristol,48.7,70.7,"25,660",https://www.usnews.com/education/best-global-universities/university-of-bristol-505342
144,biology-biochemistry,174,University of Colorado Anschutz Medical Campus,United States,Aurora,48.7,64.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-colorado-anschutz-medical-campus-529678
145,biology-biochemistry,265,Yeshiva University,United States,New York City,48.7,59.9,N/A,https://www.usnews.com/education/best-global-universities/yeshiva-university-197708
146,biology-biochemistry,156,Universite de Montreal,Canada,Montreal,48.6,65.9,"38,189",https://www.usnews.com/education/best-global-universities/universite-de-montreal-506159
147,biology-biochemistry,250,University of Florence,Italy,Florence,48.6,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-florence-501033
148,biology-biochemistry,230,North Carolina State University,United States,Raleigh,48.5,61.5,"31,527",https://www.usnews.com/education/best-global-universities/north-carolina-state-university-199193
149,biology-biochemistry,168,Hunan University,China,Changsha,48.2,65.3,"41,580",https://www.usnews.com/education/best-global-universities/hunan-university-505375
150,biology-biochemistry,112,University of Technology Sydney,Australia,Ultimo,48.2,69,N/A,https://www.usnews.com/education/best-global-universities/university-of-technology-sydney-505153
151,biology-biochemistry,100,Queen Mary University London,United Kingdom,London (U.K.),48.1,70.2,"20,485",https://www.usnews.com/education/best-global-universities/queen-mary-university-london-503389
152,biology-biochemistry,95,King Abdullah University of Science & Technology,Saudi Arabia,Thuwal,48,70.6,N/A,https://www.usnews.com/education/best-global-universities/king-abdullah-university-of-science-technology-510489
153,biology-biochemistry,138,University of Bonn,Germany,Bonn,48,67,"27,210",https://www.usnews.com/education/best-global-universities/university-of-bonn-504578
154,biology-biochemistry,244,University of Cologne,Germany,Koln,48,60.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-cologne-500060
155,biology-biochemistry,62,Australian National University,Australia,Canberra,47.8,73.9,"16,758",https://www.usnews.com/education/best-global-universities/australian-national-university-503825
156,biology-biochemistry,152,Case Western Reserve University,United States,Cleveland,47.8,66.1,"10,953",https://www.usnews.com/education/best-global-universities/case-western-reserve-university-201645
157,biology-biochemistry,447,ShanghaiTech University,China,Pudong,47.8,53.3,N/A,https://www.usnews.com/education/best-global-universities/shanghaitech-university-529508
158,biology-biochemistry,292,Yonsei University,South Korea,Seoul,47.8,58.8,N/A,https://www.usnews.com/education/best-global-universities/yonsei-university-503801
159,biology-biochemistry,167,University of Utah,United States,Salt Lake City,47.7,65.4,"30,967",https://www.usnews.com/education/best-global-universities/university-of-utah-230764
160,biology-biochemistry,84,University of California Irvine,United States,Irvine,47.5,71.9,"36,655",https://www.usnews.com/education/best-global-universities/university-of-california-irvine-110653
161,biology-biochemistry,82,Vrije Universiteit Amsterdam,Netherlands,Amsterdam,47.5,72.3,N/A,https://www.usnews.com/education/best-global-universities/vrije-universiteit-amsterdam-500669
162,biology-biochemistry,250,University of Illinois Chicago,United States,Chicago,47.4,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-chicago-145600
163,biology-biochemistry,269,University of Texas Health Science Center Houston,United States,Houston,47.4,59.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-health-science-center-houston-229300
164,biology-biochemistry,241,Hebrew University of Jerusalem,Israel,Jerusalem,47.2,60.9,"16,362",https://www.usnews.com/education/best-global-universities/hebrew-university-of-jerusalem-500554
165,biology-biochemistry,203,National Taiwan University,Taiwan,Taipei,47.2,62.8,"25,215",https://www.usnews.com/education/best-global-universities/national-taiwan-university-504077
166,biology-biochemistry,290,Universite de Bordeaux,France,Talence,47,58.9,"53,757",https://www.usnews.com/education/best-global-universities/universite-de-bordeaux-528820
167,biology-biochemistry,156,Arizona State University-Tempe,United States,Tempe,46.5,65.9,"50,027",https://www.usnews.com/education/best-global-universities/arizona-state-university-tempe-104151
168,biology-biochemistry,332,China Agricultural University,China,Beijing,46.5,56.9,N/A,https://www.usnews.com/education/best-global-universities/china-agricultural-university-500688
169,biology-biochemistry,70,University of Colorado Boulder,United States,Boulder,46.4,73.1,"34,928",https://www.usnews.com/education/best-global-universities/university-of-colorado-boulder-126614
170,biology-biochemistry,186,Technische Universitat Dresden,Germany,Dresden,46.3,63.6,"30,578",https://www.usnews.com/education/best-global-universities/technische-universitat-dresden-501011
171,biology-biochemistry,186,Maastricht University,Netherlands,Maastricht,46.2,63.6,N/A,https://www.usnews.com/education/best-global-universities/maastricht-university-505759
172,biology-biochemistry,324,University of Georgia,United States,"Athens (Georgia, U.S.)",46.2,57.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-georgia-139959
173,biology-biochemistry,102,"University of Science & Technology of China, CAS",China,Hefei,46.2,70.1,"18,573",https://www.usnews.com/education/best-global-universities/university-of-science-technology-of-china-cas-505547
174,biology-biochemistry,244,Ecole Normale Superieure (ENS),France,Paris,46.1,60.8,N/A,https://www.usnews.com/education/best-global-universities/ecole-normale-superieure-ens-505721
175,biology-biochemistry,405,Universidad Nacional Autonoma de Mexico,Mexico,Mexico City,46,54.3,"172,729",https://www.usnews.com/education/best-global-universities/universidad-nacional-autonoma-de-mexico-502101
176,biology-biochemistry,160,University of Alabama Birmingham,United States,Birmingham (U.S.),46,65.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-alabama-birmingham-100663
177,biology-biochemistry,286,University of Maryland Baltimore,United States,Baltimore,46,59,N/A,https://www.usnews.com/education/best-global-universities/university-of-maryland-baltimore-163259
178,biology-biochemistry,517,Tehran University of Medical Sciences,Iran,Tehran,45.9,50.6,"11,605",https://www.usnews.com/education/best-global-universities/tehran-university-of-medical-sciences-503294
179,biology-biochemistry,104,University of Southampton,United Kingdom,Southampton,45.9,69.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-southampton-504892
180,biology-biochemistry,206,State University of New York (SUNY) Stony Brook,United States,Stony Brook,45.8,62.7,"25,836",https://www.usnews.com/education/best-global-universities/state-university-of-new-york-suny-stony-brook-196097
181,biology-biochemistry,196,Pompeu Fabra University,Spain,Barcelona,45.7,63.2,"11,965",https://www.usnews.com/education/best-global-universities/pompeu-fabra-university-504748
